ChEBI	Count	TFIDF	Names	Mass	logP	Class
47218	1	2	alpha-Kdo-(2->4)-alpha-Kdo	458.36864	-2.53	['36233', '50699', '16646', '78616', '36963', '36962', '25806', '33285', '33304', '50860', '33675', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
47612	4	6	bezafibrate	361.81914	3.77	['25384', '35618', '83403', '29347', '33575', '25698', '33659', '23132', '37622', '36586', '35605', '64709', '36963', '33655', '33832', '22712', '36683', '35352', '33256', '36587', '36963', '24833', '50860', '36962', '25806', '33595', '72695', '33836', '17792', '23117', '33285', '51143', '32988', '72695', '36962', '25806', '24651', '33582', '33285', '33304', '25367', '50860', '33659', '33598', '37578', '24471', '33302', '51143', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '36357', '33582', '33655', '33832', '33597', '24471', '33302', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '23367', '33595', '72695', '33675', '23367', '33582', '33579', '24431', '25367', '50860', '33579', '24431', '33675', '23367', '36357', '33582', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
47772	1	2	delta-tocopherol	402.65294	9.21	['27013', '39437', '33234', '23229', '23230', '33822', '38443', '24651', '50860', '22727', '25806', '33608', '37577', '33582', '38104', '38166', '33304', '33674', '36357', '33675', '24532', '36963', '33671', '33675', '33579', '23367', '33285', '5686', '33832', '36962', '25806', '33635', '33579', '23367', '24431', '50860', '33595', '72695', '33285', '33304', '23367', '24431', '33582', '25367', '50860', '33675', '24431', '33675', '36357', '33582', '33579', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
47802	1	2	5H-dibenzo[b,f]azepine	193.24388	4.24	['36416', '47804', '35571', '26979', '38101', '35573', '35552', '36688', '38166', '51959', '24532', '35352', '35568', '33245', '33671', '24532', '51958', '33285', '5686', '33832', '51143', '23367', '50860', '37175', '5686', '33635', '33285', '33832', '33595', '72695', '33302', '24431', '33582', '33692', '33595', '50860', '72695', '25367', '33675', '33675', '33608', '37577', '25367', '33582', '50860', '36357', '33579', '33579', '33674', '36357', '33675', '33582', '23367', '23367', '33579', '33675', '24431', '24431', '23367', '33579', '24431', '23367', '24431']
47833	1	2	methionine sulfoximine	180.22646	-3.43	['25230', '38084', '83925', '83821', '33261', '83820', '33704', '35352', '36962', '26835', '33709', '33285', '51143', '33304', '50047', '33575', '50860', '33302', '33675', '35352', '36586', '35605', '64709', '33582', '33675', '33579', '33285', '51143', '36587', '36963', '24833', '50860', '33675', '33579', '23367', '50860', '33302', '72695', '36962', '25806', '24651', '33582', '33579', '23367', '24431', '33582', '33675', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '23367', '24431', '33675', '33579', '33582', '36357', '50860', '33304', '33674', '24431', '33579', '23367', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
47905	3	7	coniferyl acetate	222.23716	2.44	['47622', '64292', '33853', '33308', '33853', '33659', '33822', '36586', '35701', '33659', '33822', '33655', '33832', '24651', '50860', '36587', '36963', '33655', '33832', '24651', '50860', '33595', '72695', '25806', '33608', '37577', '33582', '72695', '36962', '25806', '33595', '33608', '37577', '33582', '25367', '50860', '33304', '33674', '36357', '33675', '50860', '25367', '33285', '33304', '33674', '36357', '33675', '33582', '33579', '23367', '33582', '36357', '50860', '33675', '33579', '23367', '24431', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
47925	2	4	3-coumaric acid	164.15802	1.81	['23401', '24688', '24689', '23252', '78840', '79020', '50860', '25384', '33582', '33575', '33675', '36586', '35605', '64709', '33579', '36587', '36963', '24833', '50860', '23367', '72695', '36962', '25806', '24651', '33582', '24431', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
47952	10	11	D-glucopyranuronic acid	194.13940	-2.32	['4178', '24298', '33886', '24592', '27252', '25384', '33720', '35381', '33575', '16646', '36586', '35605', '64709', '78616', '36587', '36963', '24833', '50860', '72695', '36962', '25806', '24651', '33582', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
47962	1	2	aldehydo-D-galacturonic acid	194.13940	-2.43	['18024', '33830', '33808', '24592', '27252', '25384', '33720', '35381', '33575', '16646', '36586', '35605', '64709', '78616', '36587', '36963', '24833', '50860', '72695', '36962', '25806', '24651', '33582', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
48003	2	3	ethenone	42.03668	0.916	['48002', '36586', '36587', '36963', '72695', '36962', '25806', '50860', '25367', '33285', '33304', '33582', '36357', '50860', '33675', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
48058	3	5	buten-2-one	70.08984	0.425	['51867', '51689', '17087', '51721', '78840', '36586', '17087', '50860', '36587', '36963', '36586', '33582', '72695', '36962', '25806', '36587', '36963', '33675', '50860', '25367', '33285', '33304', '72695', '36962', '25806', '33579', '33582', '36357', '50860', '33675', '25367', '33285', '33304', '23367', '33675', '23367', '33582', '33579', '36357', '50860', '24431', '33579', '24431', '33675', '23367', '33582', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
48095	2	3	keto-D-fructose	180.15588	-2.17	['37723', '15824', '28757', '24973', '24978', '18133', '35381', '16646', '78616', '36963', '36962', '25806', '33285', '33304', '50860', '33675', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
48107	58	45	nitric acid	63.01280	0.81	['33455', '33408', '51143', '24833', '33302', '24651', '33675', '25806', '33608', '37577', '33579', '33304', '33674', '36357', '23367', '33675', '33579', '23367', '24431', '33579', '23367', '24431', '23367', '24431', '24431']
48153	4	8	D-erythrose 4-phosphate	200.08382	-1.87	['23956', '35138', '35131', '33447', '63367', '26816', '63299', '25703', '37734', '78616', '26020', '26079', '25710', '35701', '36963', '26079', '36359', '26082', '33285', '36962', '25806', '36359', '33241', '36360', '33302', '50860', '33285', '33304', '33241', '36360', '37577', '26082', '33675', '33582', '50860', '33675', '37577', '26082', '36357', '33302', '33579', '33582', '33579', '36357', '33302', '23367', '33675', '33675', '23367', '24431', '33579', '33579', '24431', '23367', '23367', '24431', '24431']
48293	2	4	epolamine	115.17356	0.215	['38260', '38101', '25693', '24532', '35352', '33670', '33285', '5686', '33832', '51143', '33661', '50860', '33595', '72695', '33302', '33582', '25367', '50860', '33675', '33675', '36357', '33582', '33579', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
48339	63	73	1-acetyl-4-(4-\{[2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy\}phenyl)piperazine	531.43048	4.34	['25698', '24780', '46848', '39430', '23697', '46844', '36963', '23677', '26144', '50996', '33860', '25693', '38104', '23132', '32988', '36962', '25806', '68452', '38101', '25693', '50047', '33659', '24532', '33670', '36963', '22712', '36683', '51143', '33285', '33304', '38179', '38101', '24532', '35352', '33670', '50860', '33655', '33832', '5686', '33661', '36962', '25806', '33836', '17792', '23117', '33302', '50860', '33675', '33833', '24532', '35352', '33285', '5686', '33832', '51143', '33661', '33582', '33595', '72695', '33304', '33659', '33598', '37578', '24471', '33582', '33579', '33659', '24532', '33285', '5686', '33832', '51143', '50860', '33595', '72695', '33302', '33675', '25367', '33655', '33597', '24471', '37577', '33675', '23367', '33655', '33832', '33285', '5686', '50860', '33595', '72695', '33302', '33582', '25367', '33579', '36357', '33579', '24431', '33595', '72695', '50860', '33582', '25367', '33675', '36357', '23367', '23367', '25367', '50860', '33582', '33675', '36357', '33579', '24431', '24431', '36357', '33582', '33675', '33579', '23367', '23367', '33675', '33579', '24431', '24431', '33579', '23367', '23367', '24431', '24431']
48363	1	1	but-2-ene	56.10632	2.31	['48361', '32878', '138675', '33645', '33579', '33641', '23367', '24632', '78840', '24431', '33245', '50860', '50860', '37175', '33582', '33582', '33692', '33675', '33675', '33608', '37577', '33579', '33579', '33674', '36357', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
48517	12	12	7H-xanthine	152.11102	-0.654	['15318', '26386', '25810', '26401', '18282', '35875', '38101', '27171', '38101', '33833', '24532', '35352', '33672', '38166', '24532', '35352', '33659', '33285', '5686', '33832', '51143', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33655', '50860', '33595', '72695', '33302', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '33582', '25367', '33675', '25367', '50860', '33595', '72695', '33582', '33675', '36357', '33579', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '23367', '33675', '36357', '33582', '33579', '24431', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
48635	3	5	fumagillin	458.545	3.51	['25807', '64419', '33308', '36244', '87113', '133131', '24531', '36963', '36586', '35701', '33308', '33575', '131927', '86478', '37948', '32955', '24532', '36962', '25806', '36587', '36963', '36586', '35701', '35605', '64709', '33285', '33599', '37407', '33285', '5686', '33832', '33304', '72695', '36962', '25806', '36587', '36963', '24833', '50860', '33635', '25698', '38104', '50860', '33595', '72695', '33675', '25367', '33285', '33304', '36962', '25806', '24651', '33582', '36963', '24532', '33582', '25367', '50860', '33579', '36357', '33675', '33285', '33304', '25806', '33608', '37577', '36962', '5686', '33832', '33675', '36357', '33582', '23367', '33579', '50860', '33304', '33674', '33285', '33595', '72695', '33579', '23367', '33675', '24431', '33582', '50860', '25367', '23367', '24431', '33579', '33675', '33582', '36357', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
48741	1	2	beta-phellandrene	136.23404	3.86	['50034', '50073', '33643', '35187', '33664', '36403', '35186', '33663', '33642', '24632', '24913', '33598', '33641', '33654', '33245', '18059', '50860', '33597', '33832', '24632', '78840', '33653', '33598', '50860', '37175', '33582', '33595', '72695', '33245', '33597', '33832', '33582', '33692', '33675', '25367', '50860', '37175', '33595', '72695', '33675', '33608', '37577', '33579', '36357', '33582', '33692', '25367', '50860', '33579', '33674', '36357', '23367', '33675', '33608', '37577', '33582', '23367', '33579', '24431', '33674', '36357', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
48775	4	4	cadmium(2+)	112.41100	3.86	['60240', '63063', '30412', '25213', '64641', '33515', '23906', '23906', '36915', '25213', '24867', '36916', '24867', '36916', '36914', '23906', '36915', '24870', '33238', '24870', '33238', '24835', '24867', '36916', '36914', '23367', '33259', '23367', '33259', '24870', '33238', '24835', '24431', '24431', '23367', '33259', '24431', '23367', '24431']
48828	2	2	cobalt(2+)	58.93320	1.37	['60240', '23336', '30412', '25213', '64641', '33515', '23906', '23906', '36915', '25213', '24867', '36916', '24867', '36916', '36914', '23906', '36915', '24870', '33238', '24870', '33238', '24835', '24867', '36916', '36914', '23367', '33259', '23367', '33259', '24870', '33238', '24835', '24431', '24431', '23367', '33259', '24431', '23367', '24431']
48854	3	4	sulfurous acid	82.08008	-0.184	['33402', '26835', '33484', '33304', '24833', '33675', '24651', '33579', '25806', '33608', '37577', '23367', '33304', '33674', '36357', '24431', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
48861	1	1	2-trans,6-trans,10-trans-geranylgeranyl diphosphate	450.44316	3.05	['15831', '37531', '16460', '26250', '26875', '37841', '26873', '16247', '24913', '25703', '37734', '18059', '50860', '26020', '26079', '25710', '35701', '50860', '33582', '26079', '36359', '26082', '33285', '36963', '33582', '33675', '36359', '33241', '36360', '33302', '50860', '36962', '25806', '33675', '33579', '33241', '36360', '37577', '26082', '33675', '33582', '33285', '33304', '33579', '23367', '37577', '26082', '36357', '33302', '33579', '33675', '50860', '23367', '24431', '36357', '33302', '23367', '33675', '33579', '33582', '24431', '23367', '33675', '24431', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
48942	1	1	isovalerate	101.12376	1.13	['58951', '58956', '83972', '28868', '58955', '58953', '67013', '18059', '35757', '28868', '58955', '50860', '29067', '18059', '35757', '28868', '33582', '25696', '35406', '50860', '29067', '18059', '35757', '33675', '25699', '22563', '25741', '33273', '33582', '25696', '35406', '50860', '29067', '33579', '50860', '24870', '25806', '37577', '22563', '36358', '33675', '25699', '25741', '33273', '33582', '25696', '35406', '23367', '33582', '33304', '36357', '24870', '33579', '50860', '25806', '37577', '22563', '36358', '33675', '25699', '25741', '33273', '24431', '33675', '23367', '33582', '33304', '36357', '24870', '33579', '50860', '25806', '37577', '22563', '36358', '33579', '24431', '33675', '23367', '33582', '33304', '36357', '24870', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
48944	1	1	isobutyrate	87.09718	0.804	['58956', '78115', '58955', '58953', '58951', '28868', '18059', '35757', '50860', '29067', '33582', '25696', '35406', '33675', '25699', '22563', '25741', '33273', '33579', '50860', '24870', '25806', '37577', '22563', '36358', '23367', '33582', '33304', '36357', '24870', '24431', '33675', '23367', '33579', '24431', '23367', '24431']
48945	5	8	2-methylbutan-1-ol	88.14818	1.25	['50584', '15734', '2571', '30879', '30879', '33822', '33822', '24651', '50860', '24651', '50860', '25806', '33608', '37577', '33582', '25806', '33608', '37577', '33582', '33304', '33674', '36357', '33675', '33304', '33674', '36357', '33675', '33579', '23367', '33675', '33579', '23367', '24431', '33579', '23367', '24431', '23367', '24431', '24431']
48946	1	2	2-methylbutyrate	101.12376	1.28	['58951', '58956', '28868', '58955', '58953', '18059', '35757', '28868', '50860', '29067', '18059', '35757', '33582', '25696', '35406', '50860', '29067', '33675', '25699', '22563', '25741', '33273', '33582', '25696', '35406', '33579', '50860', '24870', '25806', '37577', '22563', '36358', '33675', '25699', '25741', '33273', '23367', '33582', '33304', '36357', '24870', '33579', '50860', '25806', '37577', '22563', '36358', '24431', '33675', '23367', '33582', '33304', '36357', '24870', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
48981	1	1	quinolin-8-ol	145.15800	1.98	['38775', '38774', '26513', '38101', '33659', '24532', '35352', '33655', '33832', '33285', '5686', '33832', '51143', '33595', '72695', '50860', '33595', '72695', '33302', '25367', '33582', '25367', '50860', '33675', '36357', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
48991	1	2	7-methylxanthine	166.13760	-0.429	['25810', '26385', '26401', '22315', '35875', '35352', '27171', '38101', '33833', '33285', '51143', '33672', '38166', '24532', '35352', '33659', '50860', '33302', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33655', '33582', '33675', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '33675', '33579', '25367', '50860', '33595', '72695', '33582', '33675', '33579', '23367', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '24431', '23367', '33675', '36357', '33582', '33579', '24431', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
48999	2	3	4-hydroxyphenylacetate	151.13938	1.12	['35757', '29067', '25696', '35406', '25699', '22563', '25741', '33273', '50860', '24870', '25806', '37577', '22563', '36358', '33582', '23367', '33304', '36357', '24870', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
49000	9	13	2-phenylethanol	122.16440	1.48	['15734', '22712', '30879', '33836', '33822', '33659', '33598', '24651', '50860', '33655', '33832', '33597', '25806', '33608', '37577', '33582', '33595', '72695', '33304', '33674', '36357', '33675', '25367', '50860', '33675', '33579', '23367', '36357', '33582', '33579', '23367', '24431', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
49033	1	1	methionine S-oxide	165.21178	-2.92	['25230', '83821', '33261', '35352', '36962', '26835', '33285', '51143', '33304', '50860', '33302', '33675', '33582', '33675', '33579', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
49237	4	6	gamma-bisabolene	204.35106	5.28	['49235', '35189', '35186', '24632', '24913', '33245', '18059', '50860', '50860', '37175', '33582', '33582', '33692', '33675', '33675', '33608', '37577', '33579', '33579', '33674', '36357', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
49475	21	18	argon atom	39.94800	1.38	['33309', '33560', '25585', '33318', '138675', '33250', '33579', '24431', '23367', '24431']
49482	1	1	gold(1+)	196.96655	-0.255	['25414', '33970', '23906', '33969', '24867', '36916', '33745', '24870', '33238', '33676', '33497', '23367', '33259', '33497', '24431', '23367', '24431']
49575	3	3	diazepam	284.74000	2.88	['35500', '36683', '22720', '17792', '23117', '38101', '38166', '33285', '37578', '24471', '24532', '35352', '33671', '50860', '24471', '37577', '33675', '33285', '5686', '33832', '51143', '33635', '33582', '33675', '36357', '33579', '50860', '33595', '72695', '33302', '33675', '33579', '23367', '33582', '25367', '50860', '33675', '33579', '23367', '24431', '33675', '36357', '33582', '33579', '23367', '24431', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
49637	91	52	hydrogen atom	1.00794	4.11	['24835', '25585', '33559', '23367', '33250', '24431']
49662	1	1	indometacin	357.78800	3.59	['75884', '83403', '35618', '24803', '24828', '37622', '23132', '25698', '33659', '24810', '22728', '36963', '35352', '33256', '22712', '36683', '33655', '33832', '46867', '27171', '38101', '38180', '36962', '25806', '33285', '51143', '32988', '33836', '17792', '23117', '33595', '72695', '24828', '33575', '33672', '38166', '24532', '35352', '33833', '33285', '33304', '50860', '33302', '51143', '33659', '33598', '37578', '24471', '25367', '22728', '36586', '35605', '64709', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33659', '50860', '33675', '33582', '33302', '33655', '33597', '24471', '37577', '36357', '27171', '38101', '38180', '36587', '36963', '24833', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '33655', '33582', '33579', '33675', '36357', '23367', '33672', '38166', '24532', '35352', '33833', '36962', '25806', '24651', '25367', '50860', '33595', '72695', '33582', '33675', '23367', '33579', '24431', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33659', '33304', '25806', '33608', '37577', '36357', '33582', '25367', '50860', '33675', '33579', '24431', '23367', '33595', '33285', '5686', '33832', '33635', '72695', '33302', '33655', '33304', '33674', '23367', '33675', '36357', '33582', '33579', '24431', '25367', '50860', '33595', '72695', '24431', '33579', '23367', '33675', '36357', '33582', '25367', '50860', '23367', '24431', '33579', '33675', '36357', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
49664	2	2	indium(3+)	114.81800	3.62	['27153', '37115', '25430', '64712', '37114', '23906', '36915', '37112', '24867', '36916', '36914', '33581', '24870', '33238', '24835', '33675', '23367', '33259', '33579', '24431', '23367', '24431']
49706	3	3	perchlorate	99.45030	-0.212	['79389', '33437', '24834', '33443', '23117', '22563', '36914', '35406', '24471', '24834', '24870', '24835', '25741', '33273', '33675', '22563', '36914', '23367', '25806', '37577', '22563', '36358', '33579', '24870', '24835', '24431', '33304', '36357', '24870', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
49713	8	7	lithium(1+)	6.94100	-0.212	['60242', '25414', '33504', '36915', '23906', '25213', '36914', '36916', '24867', '23906', '36915', '24870', '24835', '33238', '24867', '36916', '36914', '23367', '33259', '24870', '33238', '24835', '24431', '23367', '33259', '24431', '23367', '24431']
49786	2	2	nickel(2+)	58.69340	0.37	['60240', '88186', '25516', '30412', '25213', '64641', '33515', '60248', '23906', '23906', '36915', '25213', '36914', '24867', '36916', '24867', '36916', '36914', '23906', '36915', '24870', '24835', '33238', '24870', '33238', '24835', '24867', '36916', '36914', '23367', '33259', '23367', '33259', '24870', '33238', '24835', '24431', '24431', '23367', '33259', '24431', '23367', '24431']
49789	3	3	osmium(4+)	190.23000	0.37	['26937', '25430', '23906', '24867', '36916', '24870', '33238', '23367', '33259', '24431', '23367', '24431']
49793	1	2	hexaethylene glycol	282.33064	-1.37	['46793', '46792', '46789', '46774', '25698', '30879', '36963', '33822', '36962', '25806', '24651', '50860', '33285', '33304', '25806', '33608', '37577', '33582', '50860', '33675', '33304', '33674', '36357', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
49807	3	4	lead(2+)	207.20000	-1.27	['60252', '60240', '30412', '60249', '25213', '64641', '23906', '37193', '36914', '23906', '36915', '24867', '36916', '33585', '24870', '24835', '24867', '36916', '36914', '33238', '33582', '23367', '24870', '33238', '24835', '33259', '33675', '24431', '23367', '33259', '33579', '24431', '23367', '23367', '24431', '24431']
49826	1	1	periodate	190.90207	-0.641	['79389', '33445', '24834', '33443', '24860', '22563', '36914', '35406', '24471', '24834', '24870', '24835', '25741', '33273', '33675', '22563', '36914', '23367', '25806', '37577', '22563', '36358', '33579', '24870', '24835', '24431', '33304', '36357', '24870', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
49836	7	5	platinum(4+)	195.07800	-0.641	['63526', '26937', '33515', '49202', '25430', '25213', '33749', '23906', '23906', '36915', '33747', '24867', '36916', '24867', '36916', '36914', '33676', '33497', '24870', '33238', '24870', '33238', '24835', '33497', '23367', '33259', '23367', '33259', '24431', '24431', '23367', '24431']
49936	1	1	uranium(0)	238.02890	-1.07	['50558', '50559', '33499', '33498', '33677', '33497', '23367', '24431']
49955	1	1	tungsten(6+)	183.84000	-1.07	['60401', '33423', '23906', '131925', '33515', '25430', '24867', '36916', '33742', '25213', '23906', '24870', '33238', '33741', '23906', '36915', '24867', '36916', '23367', '33259', '33676', '33497', '24867', '36916', '36914', '24870', '33238', '24431', '23367', '33497', '24870', '33238', '24835', '33259', '24431', '23367', '33259', '24431', '23367', '24431']
49962	1	1	yttrium(3+)	88.90585	3.8	['27153', '37203', '25430', '64712', '33773', '23906', '36915', '33497', '24867', '36916', '36914', '23367', '24870', '33238', '24835', '24431', '23367', '33259', '24431', '23367', '24431']
49976	1	1	zinc dichloride	136.29540	-3.08	['36093', '27364', '23114', '24839', '33673', '33958', '23117', '24835', '24866', '33676', '24866', '37578', '24471', '23367', '37577', '33497', '37577', '24471', '33675', '24431', '36357', '23367', '36357', '33675', '33579', '23367', '24431', '23367', '33579', '24431', '24431', '23367', '24431']
50027	14	21	sabinene	136.23400	3.54	['50030', '35187', '36785', '35186', '35294', '33636', '24632', '24913', '33598', '35295', '33595', '33245', '18059', '50860', '33597', '33832', '33635', '25367', '50860', '37175', '33582', '33595', '72695', '36357', '33582', '33692', '33675', '25367', '50860', '23367', '33675', '33608', '37577', '33579', '36357', '33582', '24431', '33579', '33674', '36357', '23367', '33675', '23367', '33579', '24431', '24431', '23367', '24431']
50035	1	2	alpha-phellandrene	136.23404	4.36	['50034', '37613', '50073', '33643', '36401', '35187', '33664', '36403', '35186', '33663', '33642', '24632', '24913', '33598', '33641', '33654', '33245', '18059', '50860', '33597', '33832', '24632', '78840', '33653', '33598', '50860', '37175', '33582', '33595', '72695', '33245', '33597', '33832', '33582', '33692', '33675', '25367', '50860', '37175', '33595', '72695', '33675', '33608', '37577', '33579', '36357', '33582', '33692', '25367', '50860', '33579', '33674', '36357', '23367', '33675', '33608', '37577', '33582', '23367', '33579', '24431', '33674', '36357', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
50059	32	26	imidazolium cation	69.08470	-0.0603	['59964', '25697', '25699', '36916', '50860', '24870', '33582', '23367', '33675', '24431', '33579', '23367', '24431']
50120	1	1	1,3-thiazolidine	89.15900	-0.453	['38333', '36389', '35622', '36388', '25693', '38101', '38106', '35552', '24532', '33670', '35352', '33261', '33245', '33285', '5686', '33832', '33661', '51143', '36962', '26835', '50860', '37175', '33595', '72695', '33302', '33285', '33304', '33582', '33692', '25367', '50860', '33675', '33675', '33608', '37577', '36357', '33582', '33579', '33579', '33674', '36357', '23367', '33675', '23367', '33579', '24431', '24431', '23367', '24431']
50122	15	17	rosiglitazone	357.42700	3.05	['38207', '50990', '26421', '33860', '35622', '25693', '38101', '33659', '50047', '38106', '24532', '33670', '35352', '33655', '33832', '50860', '33261', '33285', '5686', '33832', '33661', '51143', '33595', '72695', '33582', '36962', '26835', '50860', '33595', '72695', '33302', '25367', '33675', '33285', '33304', '33582', '25367', '50860', '33675', '36357', '33579', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
50144	2	2	sodium pyruvate	110.04389	-0.689	['38700', '26714', '24868', '26712', '35479', '24866', '33296', '24866', '37577', '33674', '37577', '36357', '33579', '36357', '23367', '23367', '24431', '24431']
50202	9	11	naringenin	272.25278	2.35	['38739', '140331', '24697', '28863', '33822', '38672', '3992', '24651', '50860', '47916', '38443', '26004', '17087', '25806', '33608', '37577', '33582', '72544', '22727', '33659', '36586', '33304', '33674', '36357', '33675', '50860', '25806', '38104', '38166', '33655', '33832', '36587', '36963', '33675', '33579', '23367', '33582', '33304', '24532', '36963', '33671', '33595', '72695', '36962', '25806', '33579', '23367', '24431', '33675', '33285', '5686', '33832', '36962', '25806', '33635', '25367', '50860', '33304', '23367', '24431', '33579', '50860', '33595', '72695', '33285', '33304', '36357', '33582', '33675', '24431', '23367', '33582', '25367', '50860', '33675', '33579', '24431', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
50211	23	26	retinol	286.45160	5.91	['15734', '26537', '30879', '23849', '33822', '26873', '24651', '50860', '24913', '25806', '33608', '37577', '33582', '18059', '50860', '33304', '33674', '36357', '33675', '50860', '33582', '33675', '33579', '23367', '33582', '33579', '23367', '24431', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
50270	1	2	pantoprazole sodium	405.35276	2.71	['38700', '26714', '24868', '26712', '35479', '24866', '33296', '24866', '37577', '33674', '37577', '36357', '33579', '36357', '23367', '23367', '24431', '24431']
50275	2	3	esomeprazole	345.41600	2.1	['77260', '22063', '26421', '22715', '35618', '33261', '25693', '38101', '27171', '25698', '33659', '36962', '26835', '24532', '33670', '35352', '33672', '38166', '36963', '33655', '33832', '33285', '33304', '5686', '33832', '33661', '51143', '33636', '24532', '33671', '36962', '25806', '33595', '72695', '50860', '33675', '33595', '72695', '33302', '33285', '5686', '33832', '33635', '33304', '25367', '33582', '33579', '25367', '50860', '33675', '33595', '72695', '36357', '33675', '23367', '36357', '33582', '33579', '25367', '50860', '33579', '24431', '23367', '33675', '36357', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
50277	7	10	farnesyl diphosphate	382.32614	1.68	['24018', '37531', '16460', '26250', '26875', '37841', '26873', '16247', '24913', '25703', '37734', '18059', '50860', '26020', '26079', '25710', '35701', '50860', '33582', '26079', '36359', '26082', '33285', '36963', '33582', '33675', '36359', '33241', '36360', '33302', '50860', '36962', '25806', '33675', '33579', '33241', '36360', '37577', '26082', '33675', '33582', '33285', '33304', '33579', '23367', '37577', '26082', '36357', '33302', '33579', '33675', '50860', '23367', '24431', '36357', '33302', '23367', '33675', '33579', '33582', '24431', '23367', '33675', '24431', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
