ChEBI	Count	TFIDF	Names	Mass	logP	Class
67246	2	4	(+)-lariciresinol	360.40100	2.09	['26912', '33853', '25036', '15734', '35618', '38104', '25693', '33659', '33822', '26004', '30879', '25698', '24532', '36963', '33670', '33655', '33832', '24651', '50860', '33659', '33822', '33285', '5686', '33832', '36962', '25806', '33661', '33595', '72695', '33608', '37577', '33582', '33655', '24651', '50860', '50860', '33595', '72695', '33285', '33304', '25367', '33674', '36357', '33675', '25806', '33608', '37577', '33582', '33582', '25367', '50860', '33675', '36357', '33579', '23367', '33304', '33674', '33675', '36357', '33582', '33579', '23367', '24431', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
67264	1	2	geranic acid	168.23280	2.9	['26208', '62499', '25409', '79020', '27208', '35819', '26873', '25384', '35366', '24913', '33575', '25384', '18059', '50860', '36586', '35605', '64709', '33575', '50860', '33582', '36587', '36963', '24833', '36586', '35605', '64709', '33582', '33675', '72695', '36962', '25806', '24651', '36587', '36963', '24833', '50860', '33675', '33579', '25367', '33285', '33304', '25806', '33608', '37577', '72695', '36962', '25806', '24651', '33582', '33579', '23367', '36357', '50860', '33675', '33304', '33674', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '24431', '33582', '33579', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
67272	1	2	perifosine	461.65840	4.54	['16247', '35284', '25703', '37734', '18059', '35281', '26469', '26020', '26079', '25710', '35701', '50860', '27369', '35352', '26079', '36359', '26082', '33285', '36963', '33582', '51151', '51143', '36359', '33241', '36360', '33302', '50860', '36962', '25806', '33675', '72695', '33241', '36360', '37577', '26082', '33675', '33582', '33285', '33304', '33579', '50860', '25367', '37577', '26082', '36357', '33302', '33579', '33675', '50860', '23367', '33582', '36357', '33302', '23367', '33675', '33579', '33582', '24431', '23367', '33675', '24431', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
67380	6	10	syringaldehyde	182.17330	1.25	['24673', '51681', '22698', '33853', '51683', '33855', '33659', '33822', '35618', '22712', '33659', '17478', '33655', '33832', '24651', '50860', '25698', '33836', '33655', '33832', '36586', '33595', '72695', '25806', '33608', '37577', '33582', '36963', '33659', '33598', '33595', '72695', '36587', '36963', '25367', '50860', '33304', '33674', '36357', '33675', '36962', '25806', '33655', '33832', '33597', '25367', '50860', '72695', '36962', '25806', '36357', '33582', '33675', '33579', '23367', '33285', '33304', '33595', '36357', '33582', '50860', '25367', '33285', '33304', '23367', '33675', '33579', '24431', '23367', '33675', '33582', '36357', '50860', '24431', '33579', '24431', '33579', '33675', '23367', '33582', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
67410	1	2	p-hydroxybenzyl alcohol	124.13720	0.613	['33853', '22743', '33659', '33822', '33854', '33655', '33832', '24651', '50860', '33659', '30879', '33595', '72695', '25806', '33608', '37577', '33582', '33655', '33832', '33822', '25367', '50860', '33304', '33674', '36357', '33675', '33595', '72695', '24651', '36357', '33582', '33675', '33579', '23367', '25367', '50860', '25806', '33608', '37577', '23367', '33675', '33579', '24431', '36357', '33582', '33304', '33674', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
67486	2	3	quercetin 3-O-beta-D-galactopyranoside	464.37630	-0.249	['38684', '63367', '28034', '76424', '24698', '63299', '20961', '50018', '24043', '33822', '78616', '24163', '24400', '47916', '24651', '50860', '36963', '35313', '63161', '72544', '25806', '33608', '37577', '33582', '36962', '24400', '63299', '50860', '25806', '33304', '33674', '36357', '33675', '33285', '63161', '78616', '33582', '33304', '33675', '33579', '23367', '50860', '63299', '36963', '33675', '33579', '23367', '24431', '33582', '78616', '36962', '25806', '33579', '23367', '24431', '33675', '36963', '33285', '33304', '23367', '24431', '33579', '36962', '25806', '50860', '33675', '24431', '23367', '33285', '33304', '33582', '33579', '24431', '50860', '33675', '23367', '33582', '33579', '24431', '33675', '23367', '33579', '24431', '23367', '24431']
67554	1	2	daucosterol	576.84730	5.97	['61655', '22798', '63367', '35341', '26605', '35436', '60980', '63299', '51958', '18059', '24400', '24278', '78616', '33832', '33635', '50860', '63161', '35313', '36963', '72695', '33595', '33582', '63299', '24400', '36962', '25806', '50860', '25367', '33675', '78616', '63161', '33285', '33304', '33582', '36357', '33579', '36963', '63299', '50860', '33675', '33675', '23367', '36962', '25806', '78616', '33582', '33579', '33579', '24431', '33285', '33304', '36963', '33675', '23367', '23367', '50860', '33675', '36962', '25806', '33579', '24431', '24431', '33582', '33579', '33285', '33304', '23367', '33675', '23367', '50860', '24431', '33579', '24431', '33582', '23367', '33675', '24431', '33579', '23367', '24431']
67894	6	12	uvaol	442.71680	8.37	['36615', '26873', '24913', '18059', '50860', '50860', '33582', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
67939	6	12	erythrodiol	442.71680	8.16	['25872', '15734', '35681', '23824', '36615', '51958', '30879', '26191', '26873', '33832', '33635', '33822', '24913', '72695', '33595', '24651', '50860', '18059', '50860', '25367', '25806', '33608', '37577', '33582', '50860', '33582', '36357', '33304', '33674', '33675', '33582', '33675', '23367', '33579', '33675', '33579', '24431', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
67986	1	2	ginsenoside Rf	801.01270	1.29	['36847', '36836', '22798', '63353', '74978', '26893', '36854', '143563', '36845', '36834', '35681', '35436', '60980', '63299', '61778', '61655', '36615', '51958', '35350', '36836', '35350', '30879', '24278', '78616', '61777', '26605', '35341', '26873', '33832', '33635', '33822', '36834', '35681', '33822', '35341', '35313', '36963', '26873', '24400', '51958', '18059', '24913', '72695', '33595', '24651', '50860', '35350', '30879', '24651', '50860', '51958', '18059', '24400', '36962', '25806', '24913', '63161', '33832', '33635', '25367', '33608', '37577', '33582', '33822', '35341', '25806', '33608', '37577', '33582', '33832', '33635', '50860', '63161', '33285', '33304', '18059', '63299', '72695', '33595', '36357', '33674', '33675', '24651', '51958', '33304', '33674', '36357', '33675', '72695', '33595', '33582', '63299', '50860', '78616', '25367', '23367', '33579', '25806', '33608', '37577', '33832', '33635', '33675', '33579', '23367', '50860', '25367', '78616', '33582', '36963', '36357', '24431', '33304', '33674', '72695', '33595', '33579', '23367', '24431', '33582', '36357', '36963', '33675', '36962', '25806', '50860', '25367', '23367', '24431', '33675', '36962', '25806', '33579', '33285', '33304', '33582', '36357', '24431', '33579', '33285', '33304', '23367', '50860', '33675', '23367', '50860', '33675', '24431', '33582', '33579', '24431', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
67987	1	2	ginsenoside Rg1	801.01270	1.28	['36847', '22798', '26893', '74978', '143563', '36845', '35436', '60980', '36615', '51958', '61778', '61655', '36836', '35350', '24278', '26873', '33832', '33635', '61777', '26605', '35341', '36834', '35681', '33822', '35341', '35313', '24913', '72695', '33595', '26873', '24400', '51958', '18059', '35350', '30879', '24651', '50860', '51958', '18059', '24400', '25367', '24913', '63161', '33832', '33635', '33822', '35341', '25806', '33608', '37577', '33582', '33832', '33635', '50860', '63161', '36357', '18059', '63299', '72695', '33595', '24651', '51958', '33304', '33674', '36357', '33675', '72695', '33595', '33582', '63299', '23367', '50860', '78616', '25367', '25806', '33608', '37577', '33832', '33635', '33675', '33579', '23367', '50860', '25367', '78616', '24431', '33582', '36963', '36357', '33304', '33674', '72695', '33595', '33579', '23367', '24431', '33582', '36357', '36963', '33675', '36962', '25806', '50860', '25367', '23367', '24431', '33675', '36962', '25806', '33579', '33285', '33304', '33582', '36357', '24431', '33579', '33285', '33304', '23367', '50860', '33675', '23367', '50860', '33675', '24431', '33582', '33579', '24431', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
67988	1	2	ginsenoside Rd	947.15390	1.01	['74978', '22798', '26893', '61778', '61655', '35436', '60980', '36615', '51958', '61777', '26605', '35341', '24278', '26873', '33832', '33635', '26873', '24400', '51958', '18059', '35313', '24913', '72695', '33595', '24913', '63161', '33832', '33635', '50860', '24400', '18059', '25367', '18059', '50860', '63299', '72695', '33595', '33582', '63161', '36357', '50860', '33582', '78616', '25367', '33675', '63299', '23367', '33582', '33675', '36963', '36357', '33579', '78616', '24431', '33675', '33579', '36962', '25806', '23367', '36963', '33579', '23367', '33285', '33304', '24431', '36962', '25806', '23367', '24431', '50860', '33675', '33285', '33304', '24431', '33582', '33579', '50860', '33675', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
68329	4	6	syringic acid	198.17270	1.08	['22723', '51681', '33853', '22712', '33859', '51683', '33659', '33822', '33836', '33575', '33659', '35618', '22712', '33655', '33832', '24651', '50860', '33659', '33598', '36586', '35605', '64709', '33655', '33832', '25698', '33836', '33595', '72695', '25806', '33608', '37577', '33582', '33655', '33832', '33597', '36587', '36963', '24833', '50860', '33595', '72695', '33659', '33598', '25367', '33304', '33674', '36357', '33675', '33595', '72695', '36962', '25806', '24651', '33582', '25367', '50860', '33655', '33832', '33597', '36357', '33675', '33579', '23367', '25367', '50860', '33285', '33304', '25806', '33608', '37577', '33675', '36357', '33582', '33595', '72695', '23367', '33579', '24431', '36357', '33582', '50860', '33675', '33304', '33674', '33579', '23367', '25367', '24431', '23367', '33675', '33582', '33579', '24431', '36357', '24431', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
68330	4	6	gallocatechin	306.26750	0.935	['23053', '71224', '72010', '35681', '26195', '33822', '38672', '30879', '33853', '24651', '50860', '47916', '38443', '26004', '33822', '33659', '25806', '33608', '37577', '33582', '72544', '22727', '33659', '24651', '50860', '33655', '33832', '33304', '33674', '36357', '33675', '50860', '25806', '38104', '38166', '33655', '33832', '33608', '37577', '33582', '33595', '72695', '33675', '33579', '23367', '33582', '33304', '24532', '36963', '33671', '33595', '72695', '33674', '36357', '25367', '50860', '33579', '23367', '24431', '33675', '33285', '5686', '33832', '36962', '25806', '33635', '25367', '50860', '36357', '33582', '23367', '24431', '33579', '50860', '33595', '72695', '33285', '33304', '36357', '33582', '33675', '24431', '23367', '33582', '25367', '50860', '33675', '33579', '24431', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
68428	4	7	maltitol	344.31240	-2.82	['22390', '35436', '60979', '24278', '35313', '24400', '63161', '63299', '78616', '36963', '36962', '25806', '33285', '33304', '50860', '33675', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
68433	3	8	gamma-Glu-Leu	260.28690	-3.05	['24323', '46761', '25676', '16670', '37622', '50047', '36963', '35352', '33256', '50860', '36962', '25806', '33285', '51143', '32988', '33582', '33285', '33304', '50860', '33302', '51143', '33675', '50860', '33675', '33582', '33302', '33579', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
68440	3	8	2-methylnicotinamide	136.15120	0.44	['25529', '26421', '37622', '25693', '38101', '36963', '35352', '33256', '24532', '33670', '35352', '36962', '25806', '33285', '51143', '32988', '33285', '5686', '33832', '33661', '51143', '33304', '50860', '33302', '50860', '33595', '72695', '33302', '33675', '33582', '33582', '25367', '50860', '33675', '33579', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
68441	2	4	1-methyluric acid	182.13680	-0.93	['25810', '26401', '35875', '27171', '38101', '33833', '33672', '38166', '24532', '35352', '33659', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33655', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '25367', '50860', '33595', '72695', '33582', '33675', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '33675', '36357', '33582', '33579', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
68449	2	5	1,7-dimethyluric acid	196.16340	-0.659	['25810', '26401', '35875', '27171', '38101', '33833', '33672', '38166', '24532', '35352', '33659', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33655', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '25367', '50860', '33595', '72695', '33582', '33675', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '33675', '36357', '33582', '33579', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
68455	1	2	o-methylhippuric acid	193.19920	0.74	['16180', '140325', '24373', '51569', '37622', '83811', '33575', '83821', '36963', '35352', '33256', '83821', '36586', '35605', '64709', '36962', '25806', '33285', '51143', '32988', '35352', '36587', '36963', '24833', '50860', '33285', '33304', '50860', '33302', '51143', '72695', '36962', '25806', '24651', '33582', '50860', '33675', '33582', '33302', '25367', '33285', '33304', '25806', '33608', '37577', '33582', '33579', '33675', '36357', '50860', '33304', '33674', '33675', '23367', '33579', '33582', '33579', '24431', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
68465	2	4	2,6-dihydroxybenzoic acid	154.12010	1.42	['23778', '24676', '33853', '22723', '33659', '33822', '22712', '33859', '33655', '33832', '24651', '50860', '33836', '33575', '33659', '33595', '72695', '25806', '33608', '37577', '33582', '33659', '33598', '36586', '35605', '64709', '33655', '33832', '25367', '50860', '33304', '33674', '36357', '33675', '33655', '33832', '33597', '36587', '36963', '24833', '33595', '72695', '36357', '33582', '33675', '33579', '23367', '33595', '72695', '36962', '25806', '24651', '25367', '50860', '23367', '33675', '33579', '24431', '25367', '50860', '33285', '33304', '25806', '33608', '37577', '36357', '33582', '24431', '33579', '23367', '36357', '33582', '50860', '33675', '33304', '33674', '23367', '24431', '33675', '33582', '33579', '24431', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
68478	8	9	everolimus	958.22440	4.1	['15734', '35681', '25698', '3992', '59770', '145565', '30879', '36963', '17087', '59769', '24532', '25106', '24995', '33822', '36962', '25806', '36586', '36963', '33285', '5686', '33832', '26188', '63944', '23443', '38101', '37622', '24651', '50860', '33285', '33304', '36587', '36963', '36962', '25806', '33595', '72695', '25000', '51026', '32988', '24532', '35352', '33256', '25806', '33608', '37577', '33582', '50860', '33675', '72695', '36962', '33285', '33304', '25367', '33308', '38104', '35701', '33595', '51143', '5686', '33832', '32988', '33304', '33674', '36357', '33675', '33582', '33579', '50860', '25367', '33285', '36586', '35701', '24532', '36963', '33302', '33595', '72695', '51143', '33675', '33579', '23367', '33582', '36357', '50860', '36587', '36963', '33285', '5686', '33832', '36962', '25806', '25367', '33302', '33579', '23367', '24431', '33675', '33582', '72695', '36962', '25806', '50860', '33595', '33285', '33304', '36357', '23367', '24431', '33579', '33675', '50860', '25367', '33285', '33304', '33582', '24431', '23367', '33579', '33582', '36357', '50860', '33675', '24431', '23367', '33675', '33582', '33579', '24431', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
68499	2	4	3-methylcrotonyl glycine	157.16710	-0.237	['16180', '140325', '24373', '51569', '37622', '83811', '33575', '83821', '36963', '35352', '33256', '83821', '36586', '35605', '64709', '36962', '25806', '33285', '51143', '32988', '35352', '36587', '36963', '24833', '50860', '33285', '33304', '50860', '33302', '51143', '72695', '36962', '25806', '24651', '33582', '50860', '33675', '33582', '33302', '25367', '33285', '33304', '25806', '33608', '37577', '33582', '33579', '33675', '36357', '50860', '33304', '33674', '33675', '23367', '33579', '33582', '33579', '24431', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
68505	12	30	pyrocatechol sulfate	190.175	-0.745	['37919', '33853', '25704', '26819', '33659', '33822', '26820', '37826', '35701', '33655', '33832', '24651', '50860', '37826', '33424', '36963', '33595', '72695', '25806', '33608', '37577', '33582', '33424', '33241', '26835', '36962', '25806', '25367', '50860', '33304', '33674', '36357', '33675', '33241', '26835', '37577', '33304', '33285', '36357', '33582', '33675', '33579', '23367', '37577', '33304', '36357', '33675', '50860', '23367', '33579', '24431', '36357', '33675', '23367', '33579', '33582', '24431', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
68540	2	3	teriflunomide	270.20730	2.1	['18379', '33823', '62733', '51751', '83565', '140325', '23424', '33822', '78840', '32988', '33659', '51750', '22712', '37143', '37622', '35352', '24651', '50860', '51143', '33655', '33832', '37622', '33836', '17792', '24062', '36963', '33256', '33285', '51143', '25806', '33608', '37577', '33582', '33302', '33595', '72695', '36963', '35352', '33256', '33659', '33598', '37578', '24471', '36962', '32988', '50860', '33302', '33304', '33674', '36357', '33675', '25367', '36962', '25806', '33285', '51143', '32988', '33655', '33832', '33597', '24471', '37577', '33582', '33675', '33579', '23367', '36357', '33285', '33304', '50860', '33302', '51143', '33595', '72695', '33675', '33579', '23367', '24431', '50860', '33582', '33302', '25367', '33579', '23367', '24431', '33582', '33675', '36357', '23367', '24431', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
68554	5	8	deferiprone	139.15190	-0.724	['20485', '38183', '26421', '25693', '38101', '24532', '33670', '35352', '33285', '5686', '33832', '33661', '51143', '50860', '33595', '72695', '33302', '33582', '25367', '50860', '33675', '33675', '36357', '33582', '33579', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
68555	10	15	5-sulfosalicylic acid	218.18400	-1.38	['33555', '22723', '33853', '33551', '22712', '33859', '33659', '33822', '33552', '33261', '64709', '33836', '33575', '33659', '33655', '33832', '24651', '50860', '33424', '36962', '26835', '50860', '33659', '33598', '36586', '35605', '64709', '33655', '33832', '33595', '72695', '25806', '33608', '37577', '33582', '33241', '26835', '33285', '33304', '33582', '33655', '33832', '33597', '36587', '36963', '24833', '50860', '33595', '72695', '25367', '33674', '36357', '33675', '37577', '33304', '50860', '33675', '33595', '72695', '36962', '25806', '24651', '33582', '25367', '36357', '33579', '23367', '36357', '33675', '33582', '33579', '25367', '50860', '33285', '33304', '25806', '33608', '37577', '23367', '24431', '23367', '33579', '33675', '36357', '33582', '50860', '33304', '33674', '24431', '24431', '23367', '33579', '33675', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
68565	1	2	tuberculostearic acid	298.50380	8.59	['62499', '15904', '35819', '35366', '35366', '25384', '18059', '25384', '18059', '33575', '50860', '33575', '50860', '36586', '35605', '64709', '33582', '36586', '35605', '64709', '33582', '36587', '36963', '24833', '50860', '33675', '36587', '36963', '24833', '50860', '33675', '72695', '36962', '25806', '24651', '33582', '33579', '72695', '36962', '25806', '24651', '33582', '33579', '50860', '25367', '33285', '33304', '33608', '37577', '33675', '23367', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '33582', '36357', '33674', '33579', '24431', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
68566	2	4	3-methylglutaric acid	146.14120	0.168	['28383', '35692', '131927', '33575', '36586', '35605', '64709', '36587', '36963', '24833', '50860', '72695', '36962', '25806', '24651', '33582', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
68568	2	5	O-adipoylcarnitine	289.32480	-2.79	['17387', '33308', '35284', '36586', '35701', '35281', '26469', '36587', '36963', '27369', '35352', '72695', '36962', '25806', '51151', '33285', '51143', '50860', '25367', '33285', '33304', '72695', '33302', '33582', '36357', '50860', '33675', '25367', '33675', '23367', '33582', '33579', '36357', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
68641	62	77	(-)-cotinine	176.21510	-0.0258	['46775', '26421', '26456', '74223', '38260', '50996', '25693', '38101', '22315', '38275', '74222', '38101', '25693', '50047', '24532', '33670', '35352', '38260', '24995', '24532', '35352', '33670', '50860', '33285', '5686', '33832', '33661', '51143', '38101', '25693', '23443', '37622', '33285', '5686', '33832', '51143', '33661', '33582', '50860', '33595', '72695', '33302', '24532', '35352', '33670', '32988', '36963', '33256', '50860', '33595', '72695', '33302', '33675', '33582', '25367', '33285', '5686', '33832', '51143', '33661', '36962', '25806', '32988', '33582', '25367', '50860', '33675', '33579', '36357', '33595', '72695', '33302', '33285', '33304', '51143', '33675', '36357', '33582', '33579', '23367', '25367', '50860', '33302', '33579', '23367', '33675', '24431', '36357', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
68662	1	2	S-ethylhomocysteine	163.23800	-1.44	['16385', '83925', '33261', '26822', '83820', '33704', '36962', '26835', '33709', '33285', '33304', '50047', '33575', '50860', '33675', '35352', '36586', '35605', '64709', '33582', '33579', '33285', '51143', '36587', '36963', '24833', '50860', '33675', '23367', '50860', '33302', '72695', '36962', '25806', '24651', '33582', '33579', '24431', '33582', '33675', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '23367', '33675', '33579', '33582', '36357', '50860', '33304', '33674', '24431', '33579', '23367', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
68819	3	7	alpha-D-ribose 1,5-bisphosphate	310.08970	-1.66	['17994', '35158', '26562', '25900', '35131', '84055', '33447', '63409', '63367', '26816', '63299', '25703', '37734', '78616', '26020', '26079', '25710', '35701', '36963', '26079', '36359', '26082', '33285', '36962', '25806', '36359', '33241', '36360', '33302', '50860', '33285', '33304', '33241', '36360', '37577', '26082', '33675', '33582', '50860', '33675', '37577', '26082', '36357', '33302', '33579', '33582', '33579', '36357', '33302', '23367', '33675', '33675', '23367', '24431', '33579', '33579', '24431', '23367', '23367', '24431', '24431']
68846	2	4	Glu-Val	246.26030	-3.26	['24323', '46761', '25676', '16670', '37622', '50047', '36963', '35352', '33256', '50860', '36962', '25806', '33285', '51143', '32988', '33582', '33285', '33304', '50860', '33302', '51143', '33675', '50860', '33675', '33582', '33302', '33579', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
68848	2	5	gamma-Glu-Val	246.26030	-3.31	['24323', '46761', '25676', '16670', '37622', '50047', '36963', '35352', '33256', '50860', '36962', '25806', '33285', '51143', '32988', '33582', '33285', '33304', '50860', '33302', '51143', '33675', '50860', '33675', '33582', '33302', '33579', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
68883	2	4	kaempferol 3,7-di-O-alpha-L-rhamnoside	578.51870	0.382	['27848', '63367', '38686', '50018', '26195', '26547', '63299', '24698', '24043', '24400', '33853', '35315', '78616', '24043', '33822', '47916', '63161', '33659', '24400', '36963', '47916', '24651', '50860', '72544', '63299', '33655', '33832', '63161', '36962', '25806', '72544', '33608', '37577', '33582', '50860', '78616', '33595', '72695', '63299', '33285', '33304', '50860', '25806', '33674', '36357', '33675', '33582', '36963', '25367', '78616', '50860', '33675', '33582', '33304', '33579', '23367', '36962', '25806', '36357', '36963', '33582', '33579', '33675', '23367', '24431', '33285', '33304', '36962', '25806', '33675', '23367', '33579', '24431', '50860', '33285', '33304', '33579', '24431', '23367', '33582', '50860', '33675', '23367', '24431', '33582', '33579', '24431', '33675', '23367', '33579', '24431', '23367', '24431']
68967	1	2	vanilloloside	316.30380	-1.24	['24400', '63161', '63299', '78616', '36963', '36962', '25806', '33285', '33304', '50860', '33675', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
69081	4	8	1-monopalmitoylglycerol	330.50260	5.19	['134127', '35759', '17408', '76575', '47778', '35741', '35741', '33308', '18059', '18059', '36586', '35701', '50860', '50860', '36587', '36963', '33582', '33582', '72695', '36962', '25806', '33675', '33675', '50860', '25367', '33285', '33304', '33579', '33579', '33582', '36357', '50860', '33675', '23367', '23367', '33675', '33582', '33579', '24431', '24431', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
69187	5	9	Methyl palmitate	270.45070	7.45	['4986', '35748', '25248', '33308', '18059', '36586', '35701', '50860', '36587', '36963', '33582', '72695', '36962', '25806', '33675', '50860', '25367', '33285', '33304', '33579', '33582', '36357', '50860', '33675', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
69188	5	9	Methyl stearate	298.505	8.69	['4986', '75925', '35748', '25248', '33308', '18059', '36586', '35701', '50860', '36587', '36963', '33582', '72695', '36962', '25806', '33675', '50860', '25367', '33285', '33304', '33579', '33582', '36357', '50860', '33675', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
69438	1	2	3-hydroxy-2-methyl-4-pyrone	126.110	-0.224	['131906', '37963', '3992', '26407', '17087', '25693', '38104', '36586', '24532', '33670', '36963', '36587', '33285', '5686', '33832', '33661', '36962', '25806', '72695', '50860', '33595', '72695', '33285', '33304', '25367', '33582', '25367', '50860', '33675', '36357', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
69657	1	2	kaempferol-3-rutinoside	594.51810	-0.0258	['26587', '27116', '63353', '64634', '26548', '24698', '63299', '50018', '24400', '24043', '33822', '78616', '63161', '47916', '24651', '50860', '36963', '63299', '72544', '25806', '33608', '37577', '33582', '36962', '78616', '50860', '25806', '33304', '33674', '36357', '33675', '33285', '36963', '33582', '33304', '33675', '33579', '23367', '50860', '36962', '25806', '33675', '33579', '23367', '24431', '33582', '33285', '33304', '33579', '23367', '24431', '33675', '50860', '33675', '23367', '24431', '33579', '33582', '33579', '24431', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
69796	14	26	aucubin	346.32980	-1.94	['50860', '33582', '33675', '33579', '23367', '24431']
69797	15	27	catalpol	362.32920	-2.26	['50860', '33582', '33675', '33579', '23367', '24431']
69799	1	2	verminoside	524.47130	-0.719	['24689', '23252', '78840', '79020', '50860', '25384', '33582', '33575', '33675', '36586', '35605', '64709', '33579', '36587', '36963', '24833', '50860', '23367', '72695', '36962', '25806', '24651', '33582', '24431', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
69829	1	2	oxypeucedanin hydrate	304.29460	1.46	['24128', '39432', '26979', '38104', '36688', '38166', '51959', '24532', '36963', '33671', '24532', '51958', '33285', '5686', '33832', '36962', '25806', '5686', '33635', '33285', '33832', '50860', '33595', '72695', '33304', '33595', '50860', '72695', '33582', '25367', '33675', '25367', '33582', '50860', '33675', '36357', '33579', '36357', '33675', '33582', '33579', '23367', '23367', '33579', '33675', '24431', '24431', '23367', '33579', '24431', '23367', '24431']
69830	1	2	oxypeucedanin	286.27940	2.65	['24128', '25000', '32955', '39432', '33308', '38104', '35701', '37407', '26979', '38104', '36586', '35701', '24532', '36963', '25698', '36688', '38166', '51959', '24532', '36963', '36587', '33285', '5686', '33832', '36962', '25806', '33671', '24532', '51958', '33285', '5686', '33832', '36962', '25806', '72695', '50860', '33595', '33304', '5686', '33635', '33285', '33832', '50860', '33595', '72695', '33304', '25367', '33582', '33675', '33595', '50860', '72695', '33582', '25367', '33675', '36357', '33579', '25367', '33582', '50860', '33675', '36357', '33579', '23367', '36357', '33675', '33582', '33579', '23367', '24431', '23367', '33579', '33675', '24431', '24431', '23367', '33579', '24431', '23367', '24431']
70241	1	2	Actein	676.83390	2.93	['36615', '26873', '24913', '18059', '50860', '50860', '33582', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
